,categories,full_description,id,languages,name,prohibited_content,short_description,topic
213,[],"Welcome!
Tired of the major social networks and their awfull practices? Mastodon might be for you. I have started this local instance of Mastodon to try it out with my friends. But of course, their friends or random strangers are all welcome, as long as they are nice people and behave like nice people! :)

Welkom!
Ben je de gangbare sociale netwerken en haar walgelijke praktijken zat? Mastodon kan dan iets voor je zijn. Ik ben met deze installatie van Mastodon begonnen om het eens te proberen met mijn vrienden. Uiteraard is een ieder welkom, als je maar 'nice' bent en je je dus een beetje normaal weet te gedragen :).

LOVE!",5abb47b08e26a17641e82439,"['nl', 'en']",nicepeople.social,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']",A new Mastodon for nice people based in the Netherlands. Open for everyone as long as you act nice.,
214,[],"THRAERYN dot Net hopes to be a welcoming instance with a vital, active group of users discussing everything under the sun.",5ac26df73a71be5df27b5eed,['en'],thraeryn.net,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","A small, general-toot instance with a #Houston admin.",
215,"['academia', 'activism', 'art', 'books', 'games', 'journalism', 'lgbt', 'music', 'poc', 'sports', 'tech']","We’ve set up a Commie Twitter clone for those at risk of suspension / shadowbans etc

We host it, we secure it, we manage it, we moderate it. No tracking, no selling your data, no giving it to spooks, no ads in the TL, you won’t get suspended for calling Bob Geldof rude names.

It’s free for all now, it will remain free for customers, donors, moderators etc

Standard house rules :

No Nazis

No Nonces

No Regime Changers

Instant ban for all these 3 categories.

The rest of the rules will evolve over time

Use long passwords

Turn 2FA on

Sign up and then stick your cheeky red address in the bio of your twitter account so folk know where to find you if you get hit by their banhammer.

There are loads of apps to use. see here.

https://github.com/tootsuite/documentation/blob/master/Using-Mastodon/Apps.md

It may still be a bit Beta around the edges so any bugs please report.

Start your engines Comrades.",5ae5aa407c34d663c019293a,['en'],cheeky.red,"['pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",Mastodon instance hosted in Vietnam,"Anti-Imperialism, left wing politics,"
216,"['activism', 'anime', 'art', 'books', 'games', 'journalism', 'music', 'tech']","Here, we will talk about politics, sociology, computers, infrastructure, science, etc, etc.
Prohobited topics are:
* guns.
* violence
* hate
* racism",5b02ccb10c3a8465be000864,"['en', 'fr']",social.lescorpsdereve.space,"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",New mastodon instance located in the suburb of Lyon.,
217,['tech'],"To ensure stinkt.online keeps running at lightning speed and to promote further decentralisation of the Mastodon network, we'll be limiting the number of active users on this instance to 1000.

Until then, feel free to join!

The only 3 rules are:

    1. Be kind
    2. Be human (no bots)
    3. Use NFWS and spoiler tags when applicable (see rule #1).

Happy tooting!
",5b71e0ffba0ea153975ca20b,['en'],stinkt.online,"['pornography_nocw', 'spam', 'spoilers_nocw']",A purposefully small instance with servers located in Europe. Open to anyone that's kind and human.,
218,[],"Comradical.net is a small, mostly general purpose instance.  Friendly discussion, jokes/memes, and light shitposting.  Based on the admin team's interests (Qazstan and Sneakygnome) expect posts on a range of topics, including Central Asian/Russia, culture, tech, video games, foreign languages, Japan/tentacles, and much more!  Leftist/socialist like most of Mastodon, but this isn't a place to dwell on the latest Trump bullshit (go to Twitter for that!).  Everyone is welcome! (except for nazis, harassers, etc., of course)   JOIN US, COMRADES! ",5b7b0e7ea6abe47c06ef8963,"['en', 'ru']",comradical.net,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","A small, mostly general purpose instance.",
219,[],social.site.de ist eine kleine öffentliche Mastodon-Instanz,5b832346e80ab079b280c160,"['en', 'de']",social.ksite.de,"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",social.site.de ist eine kleine öffentliche Mastodon-Instanz,
220,[],"A mastodon instance dedicated to cryptocurrency/blockchain (price, tech, projects) discussion. No scams, no impersonation, no begging, and no illegal content. All coins are allowed. Keep it civil and we should all survive and coexist. Complaints should be sent to abuse@crytodont.io",5b85b4e1e80ab079b280c184,['en'],mastodon.cryptodont.io,[],"A mastodon instance dedicated to cryptocurrency/blockchain (price, tech, projects) discussion.",cryptocurrency blockchain
221,['tech'],"A small, personal instance run for myself and whoever wants an account. Vaguely vintage-tech related",5b87f92b5be9d80ebd60ec92,['en'],cga.graphics,"['nudity_nocw', 'pornography_nocw', 'spam', 'advertising']","Invite only, but if you contact me I'll give you the unlimited invite link.",
222,['activism'],Welcome! We're a new community for liberals on Mastodon. We're open to all who think their beliefs broadly align with the Liberal International's <a href=https://liberal-international.org/who-we-are/our-mission/>definition of Liberalism</a> but we wouldn't be Liberals if all didn't have some areas of disagreement with it - so don't feel you're unwelcome if you can't agree with all of it.,5b8824cf84f4f12e01e8eef2,['en'],liberalism.masto.host,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",We're a new community for political Liberals on Mastodon. Open to all who broadly align with the Liberal International's definition of Liberalism.,Liberalism
223,[],"Welcome to fellies.social - a wild and fluffy place.
Fellies.social is a 18+ community for furries and tech related people. So do not join unless you are 18 years of age or older.
But not mainly focussing on mature content.
Registration is deactivated. You need to have an invitation link to join this instance.",5bb6fe6802530563670824f8,"['en', 'de']",fellies.social,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",Make the world a wild and fluffy place ~ currently invite only instance for furry- and techrelated people.,"Tech, Furry"
224,[],"This instance is hosted by @jf@mastodon.codingfield.com, the owner of https://codingfield.com. Anyone is welcomed on this instance, as long as they stay polite, friendly and respectful.",58e807f28313ad45cf8041d4,"['en', 'fr']",mastodon.codingfield.com,"['sexism', 'racism', 'illegalContentLinks', 'spam', 'hateSpeeches', 'harrassment']","Mastodon is a great social network, and this instance is my contribution to the network. Feel free to join, toot, boost and federate with others!","Anything, computer, software design, IoT, web, new technologies"
225,[],"Rules of being a decent human being apply. No harassment, sexism, racism, misogyny, homophobia, transphobia, *-shaming, etc. Content of this nature will be removed. 

People with all interests are welcome. That being said, this admin is interested in fountain pens and ink, DNS, Evernote, science, and analog/digital photography.",5a09f71700d99363de3e339e,['en'],squid.cafe,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","GP, but if you want to talk fountain pens & ink, cephalopods, photography, more cephalopods, science, even more cephalopods, or cycling…",
226,['activism'],A Mastodon instance encouraging discussion of animal rights and veganism. All who are respectful to other users are welcome.,5a949c6f0273bf1b12f0980e,['en'],donteatanimals.org,"['pornography_nocw', 'illegalContentLinks', 'spam']",Animal rights and veganism. All are welcome!,animal rights
227,"['academia', 'games', 'tech']","The community of this instance focuses primarily on technology, especially IT, DevOps, and Programming. We mostly run a clean community, and do not allow NSFW content.

Our Code of Conduct
- No discrimination. We're all people here, there is no reason to discriminate against anyone because of their age, gender, sexual identity, or race.
- Swearing is allowed, but don't be excessively vulgar just for the sake of being vulgar.
- No illegal activities, this include piracy, doxing, DDoSing, etc. Please do not discuss committing these acts, or information for others to do it.
- No links to malicious software. This goes hand in hand with the last guideline, but doing this will result in immediate account termination.
- Be kind to others, and understand that not everyone is a professional. People make mistakes and we all learn something new every day. We try to promote learning here, and teaching someone else something new can feel really great, give it a try!",5ab9d23ace531468912e28f7,['en'],kelnet.social,"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","A Mastodon instance that focuses primarily on technology, especially IT, DevOps, and Programming. ",technology
228,[],pipes.social a mastodon community on the contemplative hobby of pipe collecting and pipe smoking.  ,5acabb058840e914a590fba8,['en'],pipes.social,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']",A community on the contemplative hobby of pipe collecting and pipe smoking.  ,pipes
229,"['anime', 'art', 'books', 'games', 'lgbt', 'music']","Ce serveur héberge une instance de Mastodon, média de micro-blogging libre et décentralisé. Vous pouvez vous inscrire ici pour partager avec les autres membres, ainsi que les membres des autres instances, automatiquement.",5acaf9da3366f24a20cfbba2,"['en', 'fr']",mastodon.ketchupma.io,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']","Bienvenu !
Instance généraliste lègèrement orienté photographie et trollage en tout genre.",
